Grade Level,Subject,TEK,STANDARD
5th Grade,Social Studies,5(C),"identify the accomplishments and contributions of individuals and groups such as Susan B. Anthony, Martin Luther King Jr., Rosa Parks, Cesar Chavez, Franklin D. Roosevelt, Ronald Reagan, the Tuskegee Airmen, and the 442nd Regimental Combat Team in the areas of civil rights, women's rights, military actions, and politics."
5th Grade,Social Studies,6(A),describe political and economic regions in the United States that result from patterns of human activity
5th Grade,Social Studies,6(B),"describe regions in the United States based on physical characteristics such as landform, climate, and vegetation"
5th Grade,Social Studies,6(C),locate on a map important political features such as the five largest cities by population in the United States and the 50 states; and
5th Grade,Social Studies,6(D),"create a map of important physical features such as the Appalachian Mountains, Great Lakes, Mississippi River, Great Plains, and Rocky Mountains"
5th Grade,Social Studies,7(A),"identify and describe the patterns of settlement such as rural, urban, and suburban"
5th Grade,Social Studies,7(B),explain the geographic factors that influence patterns of settlement and the distribution of population in the United States; and
5th Grade,Social Studies,7(C),analyze the geographic factors that influence the location of the five largest urban areas in the United States and explain their distribution
5th Grade,Social Studies,8(A),describe how and why people have adapted to and modified their environment in the United States such as the use of human resources to meet basic needs; and
5th Grade,Social Studies,8(B),analyze the positive and negative consequences of human modification of the environment in the United States
5th Grade,Social Studies,9(A),explain the economic patterns of early European colonies; and
5th Grade,Social Studies,9(B),identify major industries of colonial America such as shipbuilding and growing of cash crops
5th Grade,Social Studies,10(A),identify the development of the free enterprise system in colonial America and the United States
5th Grade,Social Studies,10(B),describe how the free enterprise system works in the United States; and
5th Grade,Social Studies,10(C),give examples of the benefits of the free enterprise system in the United States
5th Grade,Social Studies,11(A),explain how supply and demand affects consumers in the United States; and
5th Grade,Social Studies,11(B),"evaluate the effects of supply and demand on industry and agriculture, including the plantation system, in the United States"
5th Grade,Social Studies,12(A),"compare how people in different regions of the United States earn a living, past and present;"
5th Grade,Social Studies,12(B),identify and explain how geographic factors have influenced the location of economic activities in the United States
5th Grade,Social Studies,12(C),analyze the effects of immigration and migration on the economic development and growth of the United States; and
5th Grade,Social Studies,12(D),"describe the impact of mass production, specialization, and division of labor on the economic growth of the United States"
5th Grade,Social Studies,13(A),"compare the systems of government of early European colonists, including representative government and monarchy; and"
5th Grade,Social Studies,13(B),"identify examples of representative government in the American colonies, including the Mayflower Compact and the Virginia House of Burgesses"
5th Grade,Social Studies,14(A),"explain the purposes, key elements, and the importance of the Declaration of Independence"
5th Grade,Social Studies,14(B),explain the purposes of the U.S. Constitution as identified in the Preamble; and
5th Grade,Social Studies,14(C),explain the reasons for the creation of the Bill of Rights and its importance
5th Grade,Social Studies,15(A),identify and explain the basic functions of the three branches of government
5th Grade,Social Studies,15(B),identify the reasons for and describe the system of checks and balances outlined in the U.S. Constitution; and
5th Grade,Social Studies,15(C),distinguish between national and state governments and compare their responsibilities in the U.S. federal system
5th Grade,Social Studies,16(A),"explain various patriotic symbols, including Uncle Sam; national celebrations such as Labor Day; and political symbols such as the donkey and elephant"
5th Grade,Social Studies,16(B),"sing or recite ""The Star-Spangled Banner"" and explain its history"
5th Grade,Social Studies,16(C),recite and explain the meaning of the Pledge of Allegiance to the United States Flag; and
5th Grade,Social Studies,16(D),"explain the significance of important landmarks, including the White House, the Statue of Liberty, and Mount Rushmore"
5th Grade,Social Studies,17(A),"explain why individuals have a duty to participate in civic affairs at the local, state, and national levels"
5th Grade,Social Studies,17(B),"explain how to contact elected and appointed leaders in local, state, and national governments; and"
5th Grade,Social Studies,17(C),use voting as a method for group decision making.
5th Grade,Social Studies,18(A),"identify past and present leaders in the national government, including the president and various members of Congress, and their political parties; and"
5th Grade,Social Studies,18(B),"identify leadership qualities of national leaders, past and present"
5th Grade,Social Studies,19(A),"identify significant examples of art, music, and literature from various periods in U.S. history such as the painting American Progress, ""Yankee Doodle,"" and ""Paul Revere's Ride""; and"
5th Grade,Social Studies,19(B),"explain how examples of art, music, and literature reflect the times during which they were created"
5th Grade,Social Studies,21(A),"describe customs and traditions of various racial, ethnic, and religious groups in the United States; and"
5th Grade,Social Studies,21(B),"summarize the contributions of people of various racial, ethnic, and religious groups to our national identity"
5th Grade,Social Studies,22(A),"identify the accomplishments of notable individuals in the fields of science and technology such as Benjamin Franklin, Eli Whitney, John Deere, Thomas Edison, Alexander Graham Bell, George Washington Carver, the Wright Brothers, and Neil Armstrong"
5th Grade,Social Studies,22(B),"identify how scientific discoveries, technological innovations, and the rapid growth of technology industries have advanced the economic development of the United States, including the transcontinental railroad and the space program; and"
5th Grade,Social Studies,22(C),"explain how scientific discoveries and technological innovations in the fields of medicine, communication, and transportation have benefited individuals and society in the United States"
5th Grade,Social Studies,23(A),"differentiate between, locate, and use valid primary and secondary sources such as technology; interviews; biographies; oral, print, and visual material; documents; and artifacts to acquire information about the United States"
5th Grade,Social Studies,23(B),identify and ask questions about the credibility of different kinds of primary and secondary sources
5th Grade,Social Studies,23(C),"analyze information by applying absolute and relative chronology through sequencing, categorizing, identifying cause-and-effect relationships, comparing, contrasting, finding the main idea, summarizing, making generalizations and predictions, and drawing inferences and conclusions;"
5th Grade,Social Studies,23(D),"organize and interpret information in outlines, reports, databases, and visuals, including graphs, charts, timelines, and maps"
5th Grade,Social Studies,23(E),"identify different points of view about an issue, topic, historical event, or current event"
5th Grade,Social Studies,23(F),identify the historical context of an event
5th Grade,Social Studies,23(G),identify the central claim in a primary or secondary source; and
5th Grade,Social Studies,23(H),"develop and communicate a claim and supporting evidence visually, orally, or in writing related to a social studies topic"
5th Grade,Social Studies,24(A),"apply mapping elements, including grid systems, legends, symbols, scales, and compass roses, to create and interpret maps; and"
5th Grade,Social Studies,24(B),"interpret geographic data, population distribution, and natural resources into a variety of formats such as graphs and maps"
5th Grade,Social Studies,25(A),use social studies terminology correctly
5th Grade,Social Studies,25(B),incorporate main and supporting ideas in verbal and written communication
5th Grade,Social Studies,25(C),express ideas orally based on research and experiences
5th Grade,Social Studies,25(D),"create written and visual material such as journal entries, reports, graphic organizers, outlines, and bibliographies; and"
5th Grade,Social Studies,25(E),"apply foundational language skills to engage in civil discourse about social studies topics, including those with multiple perspectives"
5th Grade,Social Studies,26(A),"use democratic procedures to simulate making decisions on school, local, or state issues; and"
5th Grade,Social Studies,26(B),"use problem-solving and decision-making processes to identify a problem, gather information, list and consider options, consider advantages and disadvantages, choose and implement a solution, and evaluate the effectiveness of the solution"
4th Grade,ELAR,1(A),"listen actively, ask relevant questions to clarify information, and make pertinent comments"
4th Grade,ELAR,1(B),"follow, restate, and give oral instructions that involve a series of related sequences of action"
4th Grade,ELAR,1(C),"express an opinion supported by accurate information, employing eye contact, speaking rate, volume, enunciation, and the conventions of language to communicate ideas effectively; and"
4th Grade,ELAR,1(D),work collaboratively with others to develop a plan of shared responsibilities
4th Grade,ELAR,2(A),"demonstrate and apply phonetic knowledge by: (i) decoding words with specific orthographic patterns and rules, including regular and irregular plurals; (ii) decoding multisyllabic words with closed syllables; open syllables; VCe syllables; vowel teams, including digraphs and diphthongs; r-controlled syllables; and final stable syllables; (iii) decoding words using advanced knowledge of syllable division patterns such as VV; (iv) decoding words using knowledge of prefixes; (v) decoding words using knowledge of suffixes, including how they can change base words such as dropping e, changing y to i, and doubling final consonants; and (vi) identifying and reading high-frequency words from a research-based list"
4th Grade,ELAR,2(B),"demonstrate and apply spelling knowledge by: (i) spelling multisyllabic words with closed syllables; open syllables; VCe syllables; vowel teams, including digraphs and diphthongs; r-controlled syllables; and final stable syllables; (ii) spelling homophones; (iii) spelling multisyllabic words with multiple sound-spelling patterns; (iv) spelling words using advanced knowledge of syllable division patterns; (v) spelling words using knowledge of prefixes; and (vi) spelling words using knowledge of suffixes, including how they can change base words such as dropping e, changing y to i, and doubling final consonants; and"
4th Grade,ELAR,2(C),write legibly in cursive to complete assignments
4th Grade,ELAR,3(A),"use print or digital resources to determine meaning, syllabication, and pronunciation"
4th Grade,ELAR,3(B),use context within and beyond a sentence to determine the relevant meaning of unfamiliar words or multiple-meaning words
4th Grade,ELAR,3(C),"determine the meaning of and use words with affixes such as mis-, sub-, -ment, and -ity/ty and roots such as auto, graph, and meter; and"
4th Grade,ELAR,3(D),"identify, use, and explain the meaning of homophones such as reign/rain"
4th Grade,ELAR,4(A),establish purpose for reading assigned and self-selected texts
4th Grade,ELAR,4(B),"generate questions about text before, during, and after reading to deepen understanding and gain information"
4th Grade,ELAR,4(C),"make and correct or confirm predictions using text features, characteristics of genre, and structures"
4th Grade,ELAR,4(D),create mental images to deepen understanding
4th Grade,ELAR,4(E),"make connections to personal experiences, ideas in other texts, and society"
4th Grade,ELAR,4(F),make inferences and use evidence to support understanding
4th Grade,ELAR,4(G),evaluate details read to determine key ideas
4th Grade,ELAR,4(H),synthesize information to create new understanding; and
4th Grade,ELAR,4(I),"monitor comprehension and make adjustments such as re-reading, using background knowledge, asking questions, and annotating when understanding breaks down"
4th Grade,ELAR,7(A),"describe personal connections to a variety of sources, including self-selected texts"
4th Grade,ELAR,7(B),"write responses that demonstrate understanding of texts, including comparing and contrasting ideas across a variety of sources"
4th Grade,ELAR,7(C),use text evidence to support an appropriate response
4th Grade,ELAR,7(D),"retell, paraphrase, or summarize texts in ways that maintain meaning and logical order;"
4th Grade,ELAR,7(E),"interact with sources in meaningful ways such as notetaking, annotating, freewriting, or illustrating"
4th Grade,ELAR,7(F),respond using newly acquired vocabulary as appropriate; and
4th Grade,ELAR,7(G),discuss specific ideas in the text that are important to the meaning
4th Grade,ELAR,8(A),infer basic themes supported by text evidence
4th Grade,ELAR,8(B),explain the interactions of the characters and the changes they undergo
4th Grade,ELAR,8(C),"analyze plot elements, including the rising action, climax, falling action, and resolution; and"
4th Grade,ELAR,8(D),"explain the influence of the setting, including historical and cultural settings, on the plot"
4th Grade,ELAR,9(A),"demonstrate knowledge of distinguishing characteristics of well-known children's literature such as folktales, fables, legends, myths, and tall tales"
4th Grade,ELAR,9(B),"explain figurative language such as simile, metaphor, and personification that the poet uses to create images"
4th Grade,ELAR,9(C),"explain structure in drama such as character tags, acts, scenes, and stage directions"
4th Grade,ELAR,9(D),"recognize characteristics and structures of informational text, including: (i) the central idea with supporting evidence; (ii) features such as pronunciation guides and diagrams to support understanding; and (iii) organizational patterns such as compare and contrast"
4th Grade,ELAR,9(E),recognize characteristics and structures of argumentative text by: (i) identifying the claim; (ii) explaining how the author has used facts for an argument; and (iii) identifying the intended audience or reader; and
4th Grade,ELAR,9(F),recognize characteristics of multimodal and digital texts
4th Grade,ELAR,10(A),explain the author's purpose and message within a text
4th Grade,ELAR,10(B),explain how the use of text structure contributes to the author's purpose
4th Grade,ELAR,10(C),analyze the author's use of print and graphic features to achieve specific purposes
4th Grade,ELAR,10(D),"describe how the author's use of imagery, literal and figurative language such as simile and metaphor, and sound devices such as alliteration and assonance achieves specific purposes;"
4th Grade,ELAR,10(E),"identify and understand the use of literary devices, including first- or third-person point of view"
4th Grade,ELAR,10(F),discuss how the author's use of language contributes to voice; and
4th Grade,ELAR,10(G),identify and explain the use of anecdote
4th Grade,ELAR,11(A),"plan a first draft by selecting a genre for a particular topic, purpose, and audience using a range of strategies such as brainstorming, freewriting, and mapping"
4th Grade,ELAR,11(B),"develop drafts into a focused, structured, and coherent piece of writing by: (i) organizing with purposeful structure, including an introduction, transitions, and a conclusion; and (ii) developing an engaging idea with relevant details"
4th Grade,ELAR,11(C),"revise drafts to improve sentence structure and word choice by adding, deleting, combining, and rearranging ideas for coherence and clarity"
4th Grade,ELAR,11(D),"edit drafts using standard English conventions, including: (i) complete simple and compound sentences with subject-verb agreement and avoidance of splices, run-ons, and fragments; (ii) past tense of irregular verbs; (iii) singular, plural, common, and proper nouns; (iv) adjectives, including their comparative and superlative forms; (v) adverbs that convey frequency and adverbs that convey degree; (vi) prepositions and prepositional phrases; (vii) pronouns, including reflexive; (viii) coordinating conjunctions to form compound subjects, predicates, and sentences; (ix) capitalization of historical periods, events, and documents; titles of books; stories and essays; and languages, races, and nationalities; (x) punctuation marks, including apostrophes in possessives, commas in compound sentences, and quotation marks in dialogue; and (xi) correct spelling of words with grade-appropriate orthographic patterns and rules and high-frequency words; and"
4th Grade,ELAR,11(E),publish written work for appropriate audiences
4th Grade,ELAR,12(A),compose literary texts such as personal narratives and poetry using genre characteristics and craft
4th Grade,ELAR,12(B),"compose informational texts, including brief compositions that convey information about a topic, using a clear central idea and genre characteristics and craft"
4th Grade,ELAR,12(C),"compose argumentative texts, including opinion essays, using genre characteristics and craft; and"
4th Grade,ELAR,12(D),compose correspondence that requests information
4th Grade,ELAR,13(A),generate and clarify questions on a topic for formal and informal inquiry
4th Grade,ELAR,13(B),develop and follow a research plan with adult assistance
4th Grade,ELAR,13(C),identify and gather relevant information from a variety of sources
4th Grade,ELAR,13(D),identify primary and secondary sources
4th Grade,ELAR,13(E),demonstrate understanding of information gathered
4th Grade,ELAR,13(F),recognize the difference between paraphrasing and plagiarism when using source materials
4th Grade,ELAR,13(G),develop a bibliography; and
4th Grade,ELAR,13(H),"use an appropriate mode of delivery, whether written, oral, or multimodal, to present results"
4th Grade,Math,1(A),"apply mathematics to problems arising in everyday life, society, and the workplace"
4th Grade,Math,1(B),"use a problem-solving model that incorporates analyzing given information, formulating a plan or strategy, determining a solution, justifying the solution, and evaluating the problem-solving process and the reasonableness of the solution"
4th Grade,Math,1(C),"select tools, including real objects, manipulatives, paper and pencil, and technology as appropriate, and techniques, including mental math, estimation, and number sense as appropriate, to solve problems"
4th Grade,Math,1(D),"communicate mathematical ideas, reasoning, and their implications using multiple representations, including symbols, diagrams, graphs, and language as appropriate"
4th Grade,Math,1(E),"create and use representations to organize, record, and communicate mathematical ideas"
4th Grade,Math,1(F),analyze mathematical relationships to connect and communicate mathematical ideas; and
4th Grade,Math,1(G),"display, explain, and justify mathematical ideas and arguments using precise mathematical language in written or oral communication"
4th Grade,Math,2(A),interpret the value of each place-value position as 10 times the position to the right and as one-tenth of the value of the place to its left
4th Grade,Math,2(B),"represent the value of the digit in whole numbers through 1,000,000,000 and decimals to the hundredths using expanded notation and numerals"
4th Grade,Math,2(C),"compare and order whole numbers to 1,000,000,000 and represent comparisons using the symbols >, <, or ="
4th Grade,Math,2(D),round whole numbers to a given place value through the hundred thousands place
4th Grade,Math,2(E),"represent decimals, including tenths and hundredths, using concrete and visual models and money"
4th Grade,Math,2(F),compare and order decimals using concrete and visual models to the hundredths
4th Grade,Math,2(G),relate decimals to fractions that name tenths and hundredths; and
4th Grade,Math,2(H),determine the corresponding decimal to the tenths or hundredths place of a specified point on a number line
4th Grade,Math,3(A),"represent a fraction a/b as a sum of fractions 1/b, where a and b are whole numbers and b > 0, including when a > b"
4th Grade,Math,3(B),decompose a fraction in more than one way into a sum of fractions with the same denominator using concrete and pictorial models and recording results with symbolic representations;
4th Grade,Math,3(C),determine if two given fractions are equivalent using a variety of methods
4th Grade,Math,3(D),"compare two fractions with different numerators and different denominators and represent the comparison using the symbols >, =, or <"
4th Grade,Math,3(E),represent and solve addition and subtraction of fractions with equal denominators using objects and pictorial models that build to the number line and properties of operations
4th Grade,Math,3(F),"evaluate the reasonableness of sums and differences of fractions using benchmark fractions 0, 1/4, 1/2, 3/4, and 1, referring to the same whole; and"
4th Grade,Math,3(G),represent fractions and decimals to the tenths or hundredths as distances from zero on a number line
4th Grade,Math,4(A),add and subtract whole numbers and decimals to the hundredths place using the standard algorithm
4th Grade,Math,4(B),determine products of a number and 10 or 100 using properties of operations and place value understandings
4th Grade,Math,4(C),"represent the product of 2 two-digit numbers using arrays, area models, or equations, including perfect squares through 15 by 15"
4th Grade,Math,4(D),"use strategies and algorithms, including the standard algorithm, to multiply up to a four-digit number by a one-digit number and to multiply a two-digit number by a two-digit number. Strategies may include mental math, partial products, and the commutative, associative, and distributive properties"
4th Grade,Math,4(E),"represent the quotient of up to a four-digit whole number divided by a one-digit whole number using arrays, area models, or equations"
4th Grade,Math,4(F),"use strategies and algorithms, including the standard algorithm, to divide up to a four-digit dividend by a one-digit divisor"
4th Grade,Math,4(G),"round to the nearest 10, 100, or 1,000 or use compatible numbers to estimate solutions involving whole numbers; and"
4th Grade,Math,4(H),"solve with fluency one- and two-step problems involving multiplication and division, including interpreting remainders"
4th Grade,Math,5(A),represent multi-step problems involving the four operations with whole numbers using strip diagrams and equations with a letter standing for the unknown quantity
4th Grade,Math,5(B),represent problems using an input-output table and numerical expressions to generate a number pattern that follows a given rule representing the relationship of the values in the resulting sequence and their position in the sequence
4th Grade,Math,5(C),"use models to determine the formulas for the perimeter of a rectangle (l + w + l + w or 2l + 2w), including the special form for perimeter of a square (4s) and the area of a rectangle (l x w); and"
4th Grade,Math,5(D),solve problems related to perimeter and area of rectangles where dimensions are whole numbers
4th Grade,Math,6(A),"identify points, lines, line segments, rays, angles, and perpendicular and parallel lines"
4th Grade,Math,6(B),"identify and draw one or more lines of symmetry, if they exist, for a two-dimensional figure"
4th Grade,Math,6(C),"apply knowledge of right angles to identify acute, right, and obtuse triangles; and"
4th Grade,Math,6(D),classify two-dimensional figures based on the presence or absence of parallel or perpendicular lines or the presence or absence of angles of a specified size
4th Grade,Math,7(A),"illustrate the measure of an angle as the part of a circle whose center is at the vertex of the angle that is ""cut out"" by the rays of the angle. Angle measures are limited to whole numbers"
4th Grade,Math,7(B),"illustrate degrees as the units used to measure an angle, where 1/360 of any circle is one degree and an angle that ""cuts"" n/360 out of any circle whose center is at the angle's vertex has a measure of n degrees. Angle measures are limited to whole numbers"
4th Grade,Math,7(C),determine the approximate measures of angles in degrees to the nearest whole number using a protractor
4th Grade,Math,7(D),draw an angle with a given measure; and
4th Grade,Math,7(E),determine the measure of an unknown angle formed by two non-overlapping adjacent angles given one or both angle measures
4th Grade,Math,8(A),identify relative sizes of measurement units within the customary and metric systems
4th Grade,Math,8(B),"convert measurements within the same measurement system, customary or metric, from a smaller unit into a larger unit or a larger unit into a smaller unit when given other equivalent measures represented in a table; and"
4th Grade,Math,8(C),"solve problems that deal with measurements of length, intervals of time, liquid volumes, mass, and money using addition, subtraction, multiplication, or division as appropriate"
4th Grade,Math,9(A),"represent data on a frequency table, dot plot, or stem-and-leaf plot marked with whole numbers and fractions; and"
4th Grade,Math,9(B),"solve one- and two-step problems using data in whole number, decimal, and fraction form in a frequency table, dot plot, or stem-and-leaf plot"
4th Grade,Math,10(A),distinguish between fixed and variable expenses
4th Grade,Math,10(B),calculate profit in a given situation
4th Grade,Math,10(C),compare the advantages and disadvantages of various savings options
4th Grade,Math,10(D),"describe how to allocate a weekly allowance among spending; saving, including for college; and sharing; and"
4th Grade,Math,10(E),"describe the basic purpose of financial institutions, including keeping money safe, borrowing money, and lending"
4th Grade,Science,1(A),"ask questions and define problems based on observations or information from text, phenomena, models, or investigations"
4th Grade,Science,1(B),use scientific practices to plan and conduct descriptive investigations and use engineering practices to design solutions to problems
4th Grade,Science,1(C),demonstrate safe practices and the use of safety equipment during classroom and field investigations as outlined in Texas Education Agency-approved safety standards
4th Grade,Science,1(D),"use tools, including hand lenses; metric rulers; Celsius thermometers; calculators; laser pointers; mirrors; digital scales; balances; graduated cylinders; beakers; hot plates; meter sticks; magnets; notebooks; timing devices; sieves; materials for building circuits; materials to support observation of habitats of organisms such as terrariums, aquariums, and collecting nets; and materials to support digital data collection such as computers, tablets, and cameras, to observe, measure, test, and analyze information"
4th Grade,Science,1(E),collect observations and measurements as evidence
4th Grade,Science,1(F),"construct appropriate graphic organizers used to collect data, including tables, bar graphs, line graphs, tree maps, concept maps, Venn diagrams, flow charts or sequence maps, and input-output tables that show cause and effect; and"
4th Grade,Science,1(G),"develop and use models to represent phenomena, objects, and processes or design a prototype for a solution to a problem"
4th Grade,Science,2(A),"identify advantages and limitations of models such as their size, scale, properties, and materials"
4th Grade,Science,2(B),"analyze data by identifying any significant features, patterns, or sources of error"
4th Grade,Science,2(C),use mathematical calculations to compare patterns and relationships; and
4th Grade,Science,2(D),evaluate a design or object using criteria.
4th Grade,Science,3(A),develop explanations and propose solutions supported by data and models
4th Grade,Science,3(B),communicate explanations and solutions individually and collaboratively in a variety of settings and formats; and
4th Grade,Science,3(C),listen actively to others' explanations to identify relevant evidence and engage respectfully in scientific discussion
4th Grade,Science,4(A),explain how scientific discoveries and innovative solutions to problems impact science and society; and
4th Grade,Science,4(B),"research and explore resources such as museums, libraries, professional organizations, private companies, online platforms, and mentors employed in a science, technology, engineering, and mathematics (STEM) field to investigate STEM careers"
4th Grade,Science,5(A),identify and use patterns to explain scientific phenomena or to design solutions
4th Grade,Science,5(B),identify and investigate cause-and-effect relationships to explain scientific phenomena or analyze problems
4th Grade,Science,5(C),"use scale, proportion, and quantity to describe, compare, or model different systems"
4th Grade,Science,5(D),examine and model the parts of a system and their interdependence in the function of the system
4th Grade,Science,5(E),investigate how energy flows and matter cycles through systems and how matter is conserved
4th Grade,Science,5(F),"explain the relationship between the structure and function of objects, organisms, and systems; and"
4th Grade,Science,5(G),"explain how factors or conditions impact stability and change in objects, organisms, and systems"
4th Grade,Science,6(A),"classify and describe matter using observable physical properties, including temperature, mass, magnetism, relative density (the ability to sink or float in water), and physical state (solid, liquid, gas)"
4th Grade,Science,6(B),"investigate and compare a variety of mixtures, including solutions that are composed of liquids in liquids and solids in liquids; and"
4th Grade,Science,6(C),demonstrate that matter is conserved when mixtures such as soil and water or oil and water are formed
4th Grade,Science,7(A),"investigate and identify the transfer of energy by objects in motion, waves in water, and sound;"
4th Grade,Science,7(B),identify conductors and insulators of thermal and electrical energy; and
4th Grade,Science,7(C),demonstrate and describe how electrical energy travels in a closed path that can produce light and thermal energy
4th Grade,Science,9(A),collect and analyze data to identify sequences and predict patterns of change in seasons such as change in temperature and length of daylight; and
4th Grade,Science,9(B),collect and analyze data to identify sequences and predict patterns of change in the observable appearance of the Moon from Earth
4th Grade,Science,10(A),describe and illustrate the continuous movement of water above and on the surface of Earth through the water cycle and explain the role of the Sun as a major source of energy in this process
4th Grade,Science,10(B),"model and describe slow changes to Earth's surface caused by weathering, erosion, and deposition from water, wind, and ice; and"
4th Grade,Science,10(C),differentiate between weather and climate
4th Grade,Science,11(A),"identify and explain advantages and disadvantages of using Earth's renewable and nonrenewable natural resources such as wind, water, sunlight, plants, animals, coal, oil, and natural gas"
4th Grade,Science,11(B),"explain the critical role of energy resources to modern life and how conservation, disposal, and recycling of natural resources impact the environment; and"
4th Grade,Science,11(C),determine the physical properties of rocks that allow Earth's natural resources to be stored there
4th Grade,Science,12(A),"investigate and explain how most producers can make their own food using sunlight, water, and carbon dioxide through the cycling of matter"
4th Grade,Science,12(B),"describe the cycling of matter and flow of energy through food webs, including the roles of the Sun, producers, consumers, and decomposers; and"
4th Grade,Science,12(C),"identify and describe past environments based on fossil evidence, including common Texas fossils"
4th Grade,Science,13(A),explore and explain how structures and functions of plants such as waxy leaves and deep roots enable them to survive in their environment; and
4th Grade,Science,13(B),differentiate between inherited and acquired physical traits of organisms
4th Grade,Social Studies,1(A),explain the possible origins of American Indian groups in Texas
4th Grade,Social Studies,1(B),"identify and compare the ways of life of American Indian groups in Texas before European exploration such as the Lipan Apache, Karankawa, Caddo, and Jumano"
4th Grade,Social Studies,1(C),"describe the cultural regions in which American Indians lived such as Gulf, Plains, Puebloan, and Southeastern; and"
4th Grade,Social Studies,1(D),"locate American Indian groups remaining in Texas such as the Ysleta Del Sur Pueblo, Alabama-Coushatta, and Kickapoo"
4th Grade,Social Studies,2(A),"summarize motivations for European exploration and settlement of Texas, including economic opportunity, competition, and the desire for expansion"
4th Grade,Social Studies,2(B),"identify the accomplishments and explain the impact of significant explorers, including Cabeza de Vaca; Francisco Coronado; and René Robert Cavelier, Sieur de la Salle, on the settlement of Texas"
4th Grade,Social Studies,2(C),"explain when, where, and why the Spanish established settlements and Catholic missions in Texas as well as important individuals"
4th Grade,Social Studies,2(D),identify Texas' role in the Mexican War of Independence and the war's impact on the development of Texas; and
4th Grade,Social Studies,2(E),"identify the accomplishments and explain the economic motivations and impact of significant empresarios, including Stephen F. Austin and Martín de León, on the settlement of Texas"
4th Grade,Social Studies,3(A),"analyze the causes, major events, and effects of the Texas Revolution, including the Battle of the Alamo, the Texas Declaration of Independence, the Runaway Scrape, and the Battle of San Jacinto"
4th Grade,Social Studies,3(B),"summarize the significant contributions of individuals such as William B. Travis, James Bowie, David Crockett, Juan N. Seguín, Plácido Benavides, José Francisco Ruiz, Antonio López de Santa Anna, Susanna Dickinson, and Enrique Esparza"
4th Grade,Social Studies,3(C),"identify leaders important to the founding of Texas as a republic and state, including José Antonio Navarro, Sam Houston, Mirabeau Lamar, and Anson Jones"
4th Grade,Social Studies,3(D),"describe the successes, problems, and organizations of the Republic of Texas such as the establishment of a constitution, economic struggles, relations with American Indians, and the Texas Rangers; and"
4th Grade,Social Studies,3(E),explain the events that led to the annexation of Texas to the United States and the impact of the U.S.-Mexican War
4th Grade,Social Studies,4(A),describe the impact of the Civil War and Reconstruction on Texas
4th Grade,Social Studies,4(B),"explain the growth, development, and impact of the cattle industry such as contributions made by Charles Goodnight, Richard King, and Lizzie Johnson"
4th Grade,Social Studies,4(C),"explain the effects of the railroad industry on life in Texas, including changes to cities and major industries; and"
4th Grade,Social Studies,4(D),"explain the effects on American Indian life brought about by the Red River War, building of U.S. forts and railroads, and loss of buffalo"
4th Grade,Social Studies,5(A),"explain the impact of various events on life in Texas such as the Great Depression, the Dust Bowl, and World War II and notable individuals such as Audie Murphy, Cleto Rodríguez, and Bessie Coleman and other local individuals; and"
4th Grade,Social Studies,5(B),"explain the development and impact of the oil and gas industry on industrialization and urbanization in Texas, including Spindletop and important people such as Pattillo Higgins"
4th Grade,Social Studies,6(A),"identify, locate, and describe the physical regions of Texas (Mountains and Basins, Great Plains, North Central Plains, Coastal Plains), including their characteristics such as landforms, climate, vegetation, and economic activities; and"
4th Grade,Social Studies,6(B),"compare the physical regions of Texas (Mountains and Basins, Great Plains, North Central Plains, Coastal Plains)"
4th Grade,Social Studies,7(A),"explain the geographic factors such as landforms and climate that influence patterns of settlement and the distribution of population in Texas, past and present; and"
4th Grade,Social Studies,7(B),identify and explain patterns of settlement such as the location of towns and cities in Texas at different time periods
4th Grade,Social Studies,8(A),"describe ways people have adapted to and modified their environment in Texas, past and present, such as timber clearing, agricultural production, wetlands drainage, energy production, and construction of dams"
4th Grade,Social Studies,8(B),"explain reasons why people have adapted to and modified their environment in Texas, past and present, such as the use of natural resources to meet basic needs, facilitate transportation, and enhance recreational activities; and"
4th Grade,Social Studies,8(C),"compare the positive and negative consequences of human modification of the environment in Texas, past and present"
4th Grade,Social Studies,9(A),"explain the economic activities various early American Indian groups in Texas used to meet their needs and wants such as farming, trading, and hunting; and"
4th Grade,Social Studies,9(B),explain the economic activities early settlers to Texas used to meet their needs and wants
4th Grade,Social Studies,10(A),"describe how the free enterprise system works, including supply and demand"
4th Grade,Social Studies,10(B),identify examples of the benefits of the free enterprise system such as choice and opportunity; and
4th Grade,Social Studies,10(C),describe the development of the free enterprise system in Texas such as the growth of cash crops by early colonists and the railroad boom
4th Grade,Social Studies,11(A),"identify how people in different regions of Texas earn their living, past and present"
4th Grade,Social Studies,11(B),explain how physical geographic factors such as climate and natural resources have influenced the location of economic activities in Texas
4th Grade,Social Studies,11(C),"identify the effects of exploration, immigration, migration, and limited resources on the economic development and growth of Texas; and"
4th Grade,Social Studies,11(D),explain how developments in transportation and communication have influenced economic activities in Texas
4th Grade,Social Studies,12(A),compare how various American Indian groups such as the Caddo and the Comanche governed themselves; and
4th Grade,Social Studies,12(B),compare characteristics of the Spanish colonial government and the early Mexican governments in Texas
4th Grade,Social Studies,13(A),identify the purposes and explain the importance of the Texas Declaration of Independence and the Texas Constitution
4th Grade,Social Studies,13(B),identify and explain the basic functions of the three branches of government according to the Texas Constitution; and
